datetime,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,city_name
2025-01-01 00:00:09+08:00,3.0,1588.82,11.4,50.72,0.0,30.52,46.08,69.62,9.63,Bacoor
2025-01-01 00:01:10+08:00,3.0,1588.82,11.4,50.72,0.0,30.52,46.08,69.62,9.63,Cavite City
2025-01-01 00:01:47+08:00,1.0,377.18,0.0,16.79,27.18,17.41,6.75,11.24,2.69,General Trias
2025-01-01 00:03:56+08:00,1.0,287.06,0.0,10.97,30.04,9.66,4.38,7.6,1.14,Tagaytay City
2025-01-01 02:00:10+08:00,3.0,1482.01,10.39,48.67,0.01,22.89,42.24,63.45,7.22,Bacoor
2025-01-01 02:01:12+08:00,3.0,1482.01,10.39,48.67,0.01,22.89,42.24,63.45,7.22,Cavite City
2025-01-01 02:01:50+08:00,1.0,367.17,0.0,14.91,30.04,15.74,7.02,11.57,2.91,General Trias
2025-01-01 02:03:53+08:00,1.0,263.69,0.0,9.08,32.9,8.94,3.8,6.5,1.14,Tagaytay City
2025-01-01 04:00:08+08:00,3.0,1174.93,3.86,42.5,0.39,15.26,32.64,52.69,5.57,Bacoor
2025-01-01 04:01:06+08:00,3.0,1174.93,3.86,42.5,0.39,15.26,32.64,52.69,5.57,Cavite City
2025-01-01 04:01:40+08:00,2.0,500.68,0.0,20.22,27.18,16.69,10.9,18.0,4.31,General Trias
2025-01-01 04:03:46+08:00,1.0,253.68,0.0,7.88,35.41,9.18,3.77,6.22,1.19,Tagaytay City
2025-01-01 06:00:09+08:00,3.0,947.95,1.69,35.64,1.79,12.64,27.19,45.12,5.51,Bacoor
2025-01-01 06:01:06+08:00,3.0,947.95,1.69,35.64,1.79,12.64,27.19,45.12,5.51,Cavite City
2025-01-01 06:01:43+08:00,2.0,574.11,0.0,25.02,25.03,19.07,14.56,23.52,5.19,General Trias
2025-01-01 06:03:57+08:00,1.0,273.71,0.0,8.57,35.76,9.78,4.53,7.56,1.41,Tagaytay City
2025-01-01 08:00:07+08:00,3.0,1121.52,8.05,37.7,4.87,21.22,34.36,58.1,10.64,Bacoor
2025-01-01 08:01:06+08:00,3.0,1121.52,8.05,37.7,4.87,21.22,34.36,58.1,10.64,Cavite City
2025-01-01 08:01:43+08:00,2.0,647.54,1.55,27.08,28.25,22.41,16.62,26.26,6.4,General Trias
2025-01-01 08:03:50+08:00,1.0,350.48,0.47,12.68,36.84,11.09,5.28,8.74,1.74,Tagaytay City
2025-01-01 10:00:08+08:00,4.0,2002.72,25.48,56.21,16.99,44.35,62.37,89.7,22.29,Bacoor
2025-01-01 10:01:05+08:00,4.0,2002.72,25.48,56.21,16.99,44.35,62.37,89.7,22.29,Cavite City
2025-01-01 10:01:42+08:00,2.0,707.63,2.74,26.05,40.77,21.94,17.36,25.17,7.22,General Trias
2025-01-01 10:03:48+08:00,1.0,370.5,1.79,10.97,50.07,11.21,5.14,7.81,1.62,Tagaytay City
2025-01-01 12:00:08+08:00,4.0,1682.28,3.69,46.61,154.5,31.47,63.53,84.9,13.81,Bacoor
2025-01-01 12:01:07+08:00,4.0,1682.28,3.69,46.61,154.5,31.47,63.53,84.9,13.81,Cavite City
2025-01-01 12:01:44+08:00,2.0,821.11,2.12,22.62,94.41,22.17,24.14,32.45,7.85,General Trias
2025-01-01 12:03:50+08:00,2.0,313.76,0.71,4.93,92.98,10.85,6.12,8.4,1.38,Tagaytay City
2025-01-01 14:00:09+08:00,4.0,727.65,0.49,10.28,153.07,15.5,26.59,40.01,6.84,Bacoor
2025-01-01 14:01:09+08:00,4.0,727.65,0.49,10.28,153.07,15.5,26.59,40.01,6.84,Cavite City
2025-01-01 14:01:45+08:00,3.0,487.33,0.55,7.03,113.01,11.56,11.96,15.85,3.74,General Trias
2025-01-01 14:03:49+08:00,2.0,320.44,0.5,5.01,94.41,10.13,6.02,8.12,1.43,Tagaytay City
2025-01-01 16:00:08+08:00,3.0,574.11,0.33,10.88,115.87,14.07,14.08,25.15,6.02,Bacoor
2025-01-01 16:01:08+08:00,3.0,574.11,0.33,10.88,115.87,14.07,14.08,25.15,6.02,Cavite City
2025-01-01 16:01:44+08:00,2.0,440.6,0.44,9.94,91.55,13.47,8.17,11.39,3.29,General Trias
2025-01-01 16:03:53+08:00,2.0,337.12,0.43,9.08,71.53,10.13,5.45,7.61,1.47,Tagaytay City
2025-01-01 18:00:07+08:00,2.0,727.65,0.03,28.45,55.79,18.36,13.26,22.03,7.22,Bacoor
2025-01-01 18:01:05+08:00,2.0,727.65,0.03,28.45,55.79,18.36,13.26,22.03,7.22,Cavite City
2025-01-01 18:01:41+08:00,1.0,460.63,0.01,17.31,50.07,17.17,7.13,10.26,2.91,General Trias
2025-01-01 18:03:50+08:00,1.0,363.83,0.01,13.88,48.64,9.54,5.26,7.73,1.3,Tagaytay City
2025-01-01 20:00:08+08:00,3.0,1201.63,0.02,63.75,11.44,23.6,26.43,38.9,6.14,Bacoor
2025-01-01 20:01:09+08:00,3.0,1201.63,0.02,63.75,11.44,23.6,26.43,38.9,6.14,Cavite City
2025-01-01 20:01:46+08:00,2.0,634.19,0.0,29.47,27.9,18.6,11.72,14.72,2.95,General Trias
2025-01-01 20:04:02+08:00,1.0,400.54,0.0,14.74,34.69,7.63,6.09,7.96,1.11,Tagaytay City
2025-01-01 22:00:07+08:00,3.0,1174.93,0.09,52.09,11.0,20.74,29.12,38.73,5.57,Bacoor
2025-01-01 22:01:09+08:00,3.0,1174.93,0.09,52.09,11.0,20.74,29.12,38.73,5.57,Cavite City
2025-01-01 22:01:44+08:00,2.0,734.33,0.0,33.24,25.03,20.03,16.74,20.84,3.64,General Trias
2025-01-01 22:03:51+08:00,1.0,363.83,0.0,12.34,34.69,8.58,6.31,8.14,1.17,Tagaytay City
2025-01-02 00:00:08+08:00,2.0,720.98,0.0,26.39,22.71,9.06,17.89,25.01,2.98,Bacoor
2025-01-02 00:01:07+08:00,2.0,720.98,0.0,26.39,22.71,9.06,17.89,25.01,2.98,Cavite City
2025-01-02 00:01:43+08:00,2.0,781.06,0.0,33.93,22.35,17.41,20.27,25.14,3.45,General Trias
2025-01-02 00:03:52+08:00,1.0,353.81,0.0,11.48,32.19,8.35,5.67,7.35,1.24,Tagaytay City
2025-01-02 02:00:08+08:00,2.0,834.47,0.06,31.53,17.35,8.46,22.21,29.1,3.36,Bacoor
2025-01-02 02:01:06+08:00,2.0,834.47,0.06,31.53,17.35,8.46,22.21,29.1,3.36,Cavite City
2025-01-02 02:01:41+08:00,2.0,734.33,0.0,32.9,20.92,16.45,21.01,25.97,3.55,General Trias
2025-01-02 02:03:48+08:00,1.0,347.14,0.0,10.63,29.68,7.87,5.78,7.57,1.41,Tagaytay City
2025-01-02 04:00:06+08:00,2.0,787.74,0.04,29.47,14.66,9.54,21.82,29.98,4.24,Bacoor
2025-01-02 04:01:04+08:00,2.0,787.74,0.04,29.47,14.66,9.54,21.82,29.98,4.24,Cavite City
2025-01-02 04:01:39+08:00,3.0,988.01,0.0,43.18,13.05,20.27,31.52,39.2,5.26,General Trias
2025-01-02 04:03:48+08:00,1.0,357.15,0.0,12.17,26.11,9.78,7.34,10.13,1.85,Tagaytay City
2025-01-02 06:00:07+08:00,3.0,1028.06,1.84,39.41,3.71,17.41,31.95,44.89,6.4,Bacoor
2025-01-02 06:01:07+08:00,3.0,1028.06,1.84,39.41,3.71,17.41,31.95,44.89,6.4,Cavite City
2025-01-02 06:01:45+08:00,3.0,974.66,0.02,42.16,11.44,24.56,31.7,40.31,6.27,General Trias
2025-01-02 06:04:01+08:00,1.0,353.81,0.0,12.68,25.03,10.61,7.59,11.17,1.79,Tagaytay City
2025-01-02 08:00:09+08:00,3.0,1321.79,13.08,37.01,3.09,24.32,42.42,64.92,8.23,Bacoor
2025-01-02 08:01:08+08:00,3.0,1321.79,13.08,37.01,3.09,24.32,42.42,64.92,8.23,Cavite City
2025-01-02 08:01:45+08:00,2.0,767.71,2.38,30.85,20.56,27.42,21.09,29.79,6.02,General Trias
2025-01-02 08:04:01+08:00,1.0,367.17,0.7,13.2,25.39,9.78,5.95,10.41,1.71,Tagaytay City
2025-01-02 10:00:08+08:00,4.0,1922.61,25.03,54.15,10.37,41.49,61.39,92.38,13.55,Bacoor
2025-01-02 10:01:11+08:00,4.0,1922.61,25.03,54.15,10.37,41.49,61.39,92.38,13.55,Cavite City
2025-01-02 10:01:46+08:00,2.0,634.19,3.49,25.02,32.19,25.75,13.27,19.76,4.94,General Trias
2025-01-02 10:03:55+08:00,1.0,390.53,2.01,12.34,32.54,7.75,4.06,7.31,1.6,Tagaytay City
2025-01-02 12:00:08+08:00,5.0,2056.12,5.81,81.57,75.1,44.35,76.22,110.63,14.31,Bacoor
2025-01-02 12:01:08+08:00,5.0,2056.12,5.81,81.57,75.1,44.35,76.22,110.63,14.31,Cavite City
2025-01-02 12:01:48+08:00,2.0,494.0,1.08,17.99,57.94,19.07,10.66,15.21,3.45,General Trias
2025-01-02 12:03:58+08:00,1.0,333.79,1.2,8.48,52.93,6.74,3.44,5.67,1.49,Tagaytay City
2025-01-02 14:00:09+08:00,5.0,2029.42,1.52,73.34,107.29,41.96,88.03,118.15,11.27,Bacoor
2025-01-02 14:01:10+08:00,5.0,2029.42,1.52,73.34,107.29,41.96,88.03,118.15,11.27,Cavite City
2025-01-02 14:01:50+08:00,2.0,547.41,0.88,16.97,78.68,17.64,13.44,17.7,3.33,General Trias
2025-01-02 14:03:58+08:00,2.0,327.11,0.69,8.31,63.66,7.09,4.16,6.24,1.5,Tagaytay City
2025-01-02 16:00:08+08:00,4.0,1789.09,0.68,65.12,91.55,35.29,70.42,94.84,8.74,Bacoor
2025-01-02 16:01:06+08:00,4.0,1789.09,0.68,65.12,91.55,35.29,70.42,94.84,8.74,Cavite City
2025-01-02 16:01:43+08:00,2.0,540.73,0.71,18.17,65.8,17.41,12.16,15.91,3.04,General Trias
2025-01-02 16:03:50+08:00,1.0,353.81,0.67,11.31,55.79,7.21,4.65,7.17,1.76,Tagaytay City
2025-01-02 18:00:07+08:00,3.0,1495.36,0.01,67.17,48.64,30.52,48.24,70.03,7.85,Bacoor
2025-01-02 18:01:08+08:00,3.0,1495.36,0.01,67.17,48.64,30.52,48.24,70.03,7.85,Cavite City
2025-01-02 18:01:46+08:00,1.0,527.38,0.03,21.42,39.7,17.17,9.56,12.8,2.53,General Trias
2025-01-02 18:03:54+08:00,1.0,410.56,0.08,17.14,30.4,6.08,4.18,7.19,1.84,Tagaytay City
2025-01-02 20:00:08+08:00,2.0,467.3,0.0,11.48,67.23,5.54,11.08,22.62,1.92,Bacoor
2025-01-02 20:01:06+08:00,2.0,467.3,0.0,11.48,67.23,5.54,11.08,22.62,1.92,Cavite City
2025-01-02 20:01:42+08:00,2.0,620.84,0.0,29.13,27.9,19.07,13.92,18.77,3.45,General Trias
2025-01-02 20:03:52+08:00,1.0,453.95,0.01,20.74,16.27,8.35,6.17,9.41,1.73,Tagaytay City
2025-01-02 22:00:09+08:00,2.0,667.57,0.0,21.42,38.62,10.85,15.6,32.73,3.93,Bacoor
2025-01-02 22:01:07+08:00,2.0,667.57,0.0,21.42,38.62,10.85,15.6,32.73,3.93,Cavite City
2025-01-02 22:01:47+08:00,2.0,580.79,0.0,28.45,17.7,19.55,14.47,18.79,3.33,General Trias
2025-01-02 22:04:01+08:00,1.0,393.87,0.01,14.74,16.27,6.26,5.41,8.3,1.33,Tagaytay City
2025-01-03 00:00:08+08:00,3.0,1014.71,0.02,36.67,15.74,15.26,25.27,44.25,5.95,Bacoor
2025-01-03 00:01:08+08:00,3.0,1014.71,0.02,36.67,15.74,15.26,25.27,44.25,5.95,Cavite City
2025-01-03 00:01:46+08:00,2.0,540.73,0.0,27.42,16.09,17.64,14.41,18.1,2.63,General Trias
2025-01-03 00:03:57+08:00,1.0,367.17,0.01,12.51,15.56,4.77,5.21,7.77,1.3,Tagaytay City
2025-01-03 02:00:09+08:00,5.0,2483.37,19.22,74.03,0.0,34.81,79.74,95.03,11.91,Bacoor
2025-01-03 02:01:06+08:00,5.0,2483.37,19.22,74.03,0.0,34.81,79.74,95.03,11.91,Cavite City
2025-01-03 02:01:45+08:00,2.0,500.68,0.01,27.08,14.13,18.36,13.18,16.49,2.76,General Trias
2025-01-03 02:03:48+08:00,1.0,357.15,0.01,11.82,13.59,5.66,6.12,9.03,1.47,Tagaytay City
2025-01-03 04:00:08+08:00,4.0,1655.58,10.84,56.89,0.03,25.99,50.0,60.92,8.74,Bacoor
2025-01-03 04:01:06+08:00,4.0,1655.58,10.84,56.89,0.03,25.99,50.0,60.92,8.74,Cavite City
2025-01-03 04:01:42+08:00,2.0,433.92,0.01,22.28,17.35,18.12,10.21,13.21,2.69,General Trias
2025-01-03 04:03:50+08:00,1.0,290.39,0.01,11.65,13.41,7.15,6.05,9.31,1.65,Tagaytay City
2025-01-03 06:00:10+08:00,3.0,1228.33,8.83,42.16,0.02,25.99,36.3,48.34,8.74,Bacoor
2025-01-03 06:01:16+08:00,3.0,1228.33,8.83,42.16,0.02,25.99,36.3,48.34,8.74,Cavite City
2025-01-03 06:01:48+08:00,1.0,327.11,0.0,19.02,20.21,19.07,7.15,10.42,2.66,General Trias
2025-01-03 06:03:55+08:00,1.0,270.37,0.01,9.34,15.74,5.66,5.06,9.28,1.68,Tagaytay City
2025-01-03 08:00:08+08:00,3.0,1441.96,20.34,34.27,0.7,30.04,47.38,70.94,13.05,Bacoor
2025-01-03 08:01:08+08:00,3.0,1441.96,20.34,34.27,0.7,30.04,47.38,70.94,13.05,Cavite City
2025-01-03 08:01:48+08:00,2.0,473.98,2.21,23.31,15.56,23.13,9.96,15.22,4.05,General Trias
2025-01-03 08:03:59+08:00,1.0,357.15,0.92,12.68,13.23,5.96,5.34,10.95,2.22,Tagaytay City
2025-01-03 10:00:09+08:00,4.0,1762.39,23.25,45.93,7.24,34.81,62.44,93.71,15.2,Bacoor
2025-01-03 10:01:10+08:00,4.0,1762.39,23.25,45.93,7.24,34.81,62.44,93.71,15.2,Cavite City
2025-01-03 10:01:47+08:00,2.0,707.63,5.98,29.13,17.52,29.56,18.66,26.84,6.78,General Trias
2025-01-03 10:03:58+08:00,1.0,440.6,3.35,16.11,15.91,9.18,6.88,11.38,2.31,Tagaytay City
2025-01-03 12:00:08+08:00,4.0,1668.93,3.97,61.01,75.82,31.95,70.94,103.18,12.67,Bacoor
2025-01-03 12:01:08+08:00,4.0,1668.93,3.97,61.01,75.82,31.95,70.94,103.18,12.67,Cavite City
2025-01-03 12:01:48+08:00,2.0,694.28,0.92,33.24,34.33,28.85,22.25,30.57,5.64,General Trias
2025-01-03 12:03:56+08:00,1.0,393.87,1.23,17.65,19.67,9.89,6.86,10.38,2.15,Tagaytay City
2025-01-03 14:00:10+08:00,5.0,1335.14,0.48,32.22,147.34,24.32,76.42,105.86,8.23,Bacoor
2025-01-03 14:01:11+08:00,5.0,1335.14,0.48,32.22,147.34,24.32,76.42,105.86,8.23,Cavite City
2025-01-03 14:01:46+08:00,2.0,500.68,0.25,21.94,45.78,16.69,13.39,17.73,2.98,General Trias
2025-01-03 14:03:53+08:00,1.0,377.18,0.26,16.79,25.75,7.57,6.38,9.2,2.41,Tagaytay City
2025-01-03 16:00:09+08:00,4.0,1001.36,0.01,22.96,98.71,21.94,54.64,75.9,4.5,Bacoor
2025-01-03 16:01:09+08:00,4.0,1001.36,0.01,22.96,98.71,21.94,54.64,75.9,4.5,Cavite City
2025-01-03 16:01:42+08:00,2.0,600.82,0.01,25.02,49.35,19.55,17.93,23.49,3.17,General Trias
2025-01-03 16:03:53+08:00,1.0,467.3,0.22,19.54,26.11,8.11,8.26,11.69,3.23,Tagaytay City
2025-01-03 18:00:09+08:00,3.0,854.49,0.0,28.1,63.66,13.71,36.98,50.29,2.6,Bacoor
2025-01-03 18:01:10+08:00,3.0,854.49,0.0,28.1,63.66,13.71,36.98,50.29,2.6,Cavite City
2025-01-03 18:01:45+08:00,3.0,854.49,0.0,37.36,37.55,23.37,28.5,35.75,3.01,General Trias
2025-01-03 18:03:54+08:00,2.0,774.38,0.19,32.56,12.7,10.85,14.17,18.78,3.45,Tagaytay City
2025-01-03 20:00:09+08:00,4.0,1789.09,0.1,87.74,7.96,33.85,70.68,91.45,5.51,Bacoor
2025-01-03 20:01:09+08:00,4.0,1789.09,0.1,87.74,7.96,33.85,70.68,91.45,5.51,Cavite City
2025-01-03 20:01:44+08:00,3.0,961.3,0.0,42.16,34.69,15.97,32.21,38.99,3.14,General Trias
2025-01-03 20:03:51+08:00,3.0,1268.39,0.37,64.43,7.15,18.84,36.75,44.8,14.95,Tagaytay City
2025-01-03 22:00:10+08:00,4.0,1815.8,4.53,97.33,0.19,30.99,67.8,81.1,6.02,Bacoor
2025-01-03 22:01:09+08:00,4.0,1815.8,4.53,97.33,0.19,30.99,67.8,81.1,6.02,Cavite City
2025-01-03 22:01:45+08:00,4.0,1708.98,0.15,97.33,7.51,29.56,61.78,70.64,5.7,General Trias
2025-01-03 22:04:00+08:00,3.0,1375.2,0.62,40.78,3.8,8.35,39.98,47.15,5.83,Tagaytay City
2025-01-04 00:00:08+08:00,3.0,1148.22,0.53,55.52,3.89,14.31,46.15,56.18,3.04,Bacoor
2025-01-04 00:01:11+08:00,3.0,1148.22,0.53,55.52,3.89,14.31,46.15,56.18,3.04,Cavite City
2025-01-04 00:01:50+08:00,5.0,2162.93,5.76,111.04,0.03,32.9,85.53,95.55,5.89,General Trias
2025-01-04 00:03:58+08:00,4.0,1789.09,2.68,43.87,0.22,8.58,59.1,66.16,4.37,Tagaytay City
2025-01-04 02:00:09+08:00,3.0,741.01,0.04,27.76,10.37,8.11,26.21,34.38,3.01,Bacoor
2025-01-04 02:01:16+08:00,3.0,741.01,0.04,27.76,10.37,8.11,26.21,34.38,3.01,Cavite City
2025-01-04 02:01:53+08:00,4.0,1708.98,7.82,72.66,0.11,23.37,74.06,83.16,4.12,General Trias
2025-01-04 02:04:07+08:00,5.0,1976.01,4.25,45.93,0.0,10.13,84.19,92.35,4.31,Tagaytay City
2025-01-04 04:00:09+08:00,2.0,667.57,0.03,21.08,8.85,7.27,20.28,27.75,3.9,Bacoor
2025-01-04 04:01:09+08:00,2.0,667.57,0.03,21.08,8.85,7.27,20.28,27.75,3.9,Cavite City
2025-01-04 04:01:47+08:00,4.0,1188.28,5.36,47.3,0.23,17.41,55.16,63.67,3.29,General Trias
2025-01-04 04:04:00+08:00,5.0,1842.5,9.05,42.5,0.0,10.73,96.26,104.08,3.36,Tagaytay City
2025-01-04 06:00:09+08:00,3.0,841.14,1.66,28.79,1.7,12.88,28.05,37.72,6.02,Bacoor
2025-01-04 06:01:09+08:00,3.0,841.14,1.66,28.79,1.7,12.88,28.05,37.72,6.02,Cavite City
2025-01-04 06:01:44+08:00,4.0,1241.68,8.94,45.24,0.02,21.7,54.59,64.96,5.45,General Trias
2025-01-04 06:03:51+08:00,4.0,1108.17,7.94,33.24,0.02,12.4,53.59,60.41,2.82,Tagaytay City
2025-01-04 08:00:09+08:00,3.0,821.11,3.02,26.39,2.62,17.41,25.42,39.74,8.23,Bacoor
2025-01-04 08:01:12+08:00,3.0,821.11,3.02,26.39,2.62,17.41,25.42,39.74,8.23,Cavite City
2025-01-04 08:01:52+08:00,3.0,881.2,3.69,37.01,2.19,24.32,31.3,43.77,6.97,General Trias
2025-01-04 08:03:58+08:00,2.0,520.71,2.18,19.19,3.62,10.85,13.42,18.84,2.5,Tagaytay City
2025-01-04 10:00:07+08:00,3.0,1428.6,13.3,35.99,7.33,25.75,44.19,65.39,14.44,Bacoor
2025-01-04 10:01:06+08:00,3.0,1428.6,13.3,35.99,7.33,25.75,44.19,65.39,14.44,Cavite City
2025-01-04 10:01:45+08:00,2.0,587.46,0.47,21.94,23.96,17.41,13.77,20.37,5.07,General Trias
2025-01-04 10:03:49+08:00,1.0,367.17,1.23,10.8,32.9,9.54,4.87,8.22,1.76,Tagaytay City
2025-01-04 12:00:06+08:00,4.0,1562.12,4.08,54.15,44.35,28.13,50.66,76.53,15.58,Bacoor
2025-01-04 12:01:10+08:00,4.0,1562.12,4.08,54.15,44.35,28.13,50.66,76.53,15.58,Cavite City
2025-01-04 12:01:45+08:00,2.0,620.84,0.49,17.82,56.51,16.45,15.2,21.55,5.19,General Trias
2025-01-04 12:03:51+08:00,2.0,347.14,0.33,6.94,66.52,9.78,5.78,7.6,1.43,Tagaytay City
2025-01-04 14:00:09+08:00,3.0,921.25,0.48,22.96,95.84,15.5,29.93,50.76,8.04,Bacoor
2025-01-04 14:01:09+08:00,3.0,921.25,0.48,22.96,95.84,15.5,29.93,50.76,8.04,Cavite City
2025-01-04 14:01:45+08:00,2.0,614.17,0.19,15.94,73.67,13.71,15.78,23.16,5.45,General Trias
2025-01-04 14:03:50+08:00,2.0,343.8,0.09,7.28,66.52,8.94,5.03,6.67,1.69,Tagaytay City
2025-01-04 16:00:08+08:00,2.0,500.68,0.11,11.31,77.25,8.11,10.72,23.75,4.24,Bacoor
2025-01-04 16:01:07+08:00,2.0,500.68,0.11,11.31,77.25,8.11,10.72,23.75,4.24,Cavite City
2025-01-04 16:01:41+08:00,2.0,687.6,0.04,20.39,66.52,15.14,17.41,25.38,6.65,General Trias
2025-01-04 16:03:50+08:00,2.0,373.84,0.05,9.68,60.8,10.37,5.78,8.59,2.47,Tagaytay City
2025-01-04 18:00:09+08:00,2.0,827.79,0.01,32.56,43.99,17.17,16.97,26.79,8.11,Bacoor
2025-01-04 18:01:07+08:00,2.0,827.79,0.01,32.56,43.99,17.17,16.97,26.79,8.11,Cavite City
2025-01-04 18:01:45+08:00,2.0,707.63,0.0,26.05,52.93,16.69,15.14,22.0,6.4,General Trias
2025-01-04 18:03:47+08:00,1.0,377.18,0.0,11.65,55.79,10.49,6.71,10.03,2.12,Tagaytay City
2025-01-04 20:00:07+08:00,2.0,667.57,0.0,24.33,37.91,8.46,12.11,21.24,4.75,Bacoor
2025-01-04 20:01:06+08:00,2.0,667.57,0.0,24.33,37.91,8.46,12.11,21.24,4.75,Cavite City
2025-01-04 20:01:40+08:00,2.0,580.79,0.0,20.91,49.35,13.47,10.6,16.69,4.88,General Trias
2025-01-04 20:03:53+08:00,1.0,350.48,0.0,10.63,53.64,10.25,6.49,10.3,1.79,Tagaytay City
2025-01-04 22:00:08+08:00,2.0,680.92,0.0,22.62,41.84,12.16,15.95,24.78,5.83,Bacoor
2025-01-04 22:01:10+08:00,2.0,680.92,0.0,22.62,41.84,12.16,15.95,24.78,5.83,Cavite City
2025-01-04 22:01:47+08:00,2.0,527.38,0.0,17.31,52.93,12.28,12.6,18.68,4.24,General Trias
2025-01-04 22:03:58+08:00,2.0,333.79,0.0,8.23,60.8,9.18,10.74,14.95,1.58,Tagaytay City
2025-01-05 00:00:08+08:00,2.0,574.11,0.0,15.77,45.78,9.3,15.53,23.91,4.81,Bacoor
2025-01-05 00:01:15+08:00,2.0,574.11,0.0,15.77,45.78,9.3,15.53,23.91,4.81,Cavite City
2025-01-05 00:01:52+08:00,2.0,507.36,0.0,15.25,57.22,10.97,14.37,20.46,3.86,General Trias
2025-01-05 00:04:02+08:00,2.0,330.45,0.0,7.54,65.8,8.58,11.21,14.93,1.49,Tagaytay City
2025-01-05 02:00:09+08:00,2.0,534.06,0.0,14.22,47.21,7.15,14.37,20.73,3.99,Bacoor
2025-01-05 02:01:10+08:00,2.0,534.06,0.0,14.22,47.21,7.15,14.37,20.73,3.99,Cavite City
2025-01-05 02:01:48+08:00,2.0,534.06,0.0,18.34,51.5,12.64,16.54,23.6,4.5,General Trias
2025-01-05 02:04:05+08:00,2.0,337.12,0.0,7.97,61.51,8.7,9.16,12.75,1.71,Tagaytay City
2025-01-05 04:00:09+08:00,1.0,413.9,0.0,6.0,51.5,3.01,8.12,12.67,2.19,Bacoor
2025-01-05 04:01:06+08:00,1.0,413.9,0.0,6.0,51.5,3.01,8.12,12.67,2.19,Cavite City
2025-01-05 04:01:40+08:00,2.0,507.36,0.0,15.77,47.92,10.01,15.32,21.83,3.86,General Trias
2025-01-05 04:03:51+08:00,1.0,380.52,0.0,9.85,50.07,9.66,9.5,13.43,2.19,Tagaytay City
2025-01-05 06:00:08+08:00,2.0,473.98,0.0,8.48,49.35,3.52,10.27,15.64,2.47,Bacoor
2025-01-05 06:01:05+08:00,2.0,473.98,0.0,8.48,49.35,3.52,10.27,15.64,2.47,Cavite City
2025-01-05 06:01:41+08:00,2.0,594.14,0.0,19.54,45.06,10.73,18.37,25.56,4.43,General Trias
2025-01-05 06:03:57+08:00,2.0,400.54,0.0,9.94,48.64,10.13,10.12,14.36,2.44,Tagaytay City
2025-01-05 08:00:07+08:00,2.0,494.0,0.38,7.88,50.07,3.93,10.41,17.99,2.88,Bacoor
2025-01-05 08:01:09+08:00,2.0,494.0,0.38,7.88,50.07,3.93,10.41,17.99,2.88,Cavite City
2025-01-05 08:01:42+08:00,2.0,640.87,0.34,21.42,48.64,11.92,17.3,24.91,4.88,General Trias
2025-01-05 08:03:52+08:00,2.0,453.95,0.33,12.34,52.21,10.61,10.41,15.01,2.82,Tagaytay City
2025-01-05 10:00:08+08:00,3.0,907.9,2.85,26.05,83.69,11.92,29.72,42.87,5.32,Bacoor
2025-01-05 10:01:08+08:00,3.0,907.9,2.85,26.05,83.69,11.92,29.72,42.87,5.32,Cavite City
2025-01-05 10:01:44+08:00,2.0,700.95,1.36,19.71,76.53,14.42,22.46,30.98,5.95,General Trias
2025-01-05 10:04:00+08:00,2.0,433.92,1.1,9.94,67.95,10.85,9.34,13.71,2.76,Tagaytay City
2025-01-05 12:00:09+08:00,5.0,988.01,0.68,12.34,217.44,19.07,53.72,69.06,8.87,Bacoor
2025-01-05 12:01:12+08:00,5.0,988.01,0.68,12.34,217.44,19.07,53.72,69.06,8.87,Cavite City
2025-01-05 12:01:48+08:00,4.0,827.79,0.26,12.34,158.79,19.31,45.71,56.63,8.04,General Trias
2025-01-05 12:03:57+08:00,3.0,377.18,0.34,5.1,103.0,11.44,12.03,16.15,2.76,Tagaytay City
2025-01-05 14:00:11+08:00,3.0,433.92,0.48,6.43,120.16,8.94,10.97,17.79,4.24,Bacoor
2025-01-05 14:01:15+08:00,3.0,433.92,0.48,6.43,120.16,8.94,10.97,17.79,4.24,Cavite City
2025-01-05 14:01:52+08:00,3.0,547.41,0.05,7.71,135.9,12.4,19.06,25.97,5.64,General Trias
2025-01-05 14:04:01+08:00,3.0,380.52,0.2,5.36,105.86,11.21,10.98,15.26,2.91,Tagaytay City
2025-01-05 16:00:10+08:00,2.0,397.21,0.74,9.68,88.69,8.7,5.83,11.91,3.99,Bacoor
2025-01-05 16:01:09+08:00,2.0,397.21,0.74,9.68,88.69,8.7,5.83,11.91,3.99,Cavite City
2025-01-05 16:01:46+08:00,2.0,417.23,0.33,9.17,94.41,9.66,6.97,11.71,4.24,General Trias
2025-01-05 16:04:00+08:00,2.0,357.15,0.42,7.63,89.41,10.49,6.36,10.45,2.98,Tagaytay City
2025-01-05 18:00:09+08:00,2.0,467.3,0.08,18.34,62.94,11.33,6.55,14.29,5.13,Bacoor
2025-01-05 18:01:10+08:00,2.0,467.3,0.08,18.34,62.94,11.33,6.55,14.29,5.13,Cavite City
2025-01-05 18:01:49+08:00,2.0,473.98,0.05,16.62,68.67,12.04,6.36,11.98,4.94,General Trias
2025-01-05 18:03:49+08:00,2.0,357.15,0.06,13.02,62.94,11.21,5.11,10.07,2.82,Tagaytay City
2025-01-05 20:00:10+08:00,2.0,423.91,0.0,13.71,64.37,7.21,6.49,12.21,3.61,Bacoor
2025-01-05 20:01:12+08:00,2.0,423.91,0.0,13.71,64.37,7.21,6.49,12.21,3.61,Cavite City
