datetime,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,city_name
2025-04-02 06:03:56+08:00,1.0,273.71,0.0,9.43,23.6,7.09,4.87,12.13,1.68,Tagaytay City
2025-04-02 07:00:09+08:00,3.0,1214.98,17.88,28.45,0.49,25.03,37.79,68.97,10.64,Bacoor
2025-04-02 07:01:07+08:00,3.0,1214.98,17.88,28.45,0.49,25.03,37.79,68.97,10.64,Cavite City
2025-04-02 07:01:46+08:00,1.0,300.41,0.47,9.68,26.82,12.99,4.49,9.99,2.47,General Trias
2025-04-02 07:04:00+08:00,1.0,293.73,0.58,10.63,22.71,8.46,4.88,12.2,2.15,Tagaytay City
2025-04-02 08:00:08+08:00,3.0,1415.25,23.92,28.1,3.13,26.23,45.9,82.92,14.19,Bacoor
2025-04-02 08:01:11+08:00,3.0,1415.25,23.92,28.1,3.13,26.23,45.9,82.92,14.19,Cavite City
2025-04-02 08:01:51+08:00,1.0,373.84,2.71,10.11,30.04,14.78,6.2,12.84,3.39,General Trias
2025-04-02 08:04:05+08:00,1.0,327.11,2.99,9.77,27.18,10.01,4.88,11.91,2.63,Tagaytay City
2025-04-02 09:00:36+08:00,4.0,1535.42,16.99,42.84,21.64,28.37,53.38,94.17,16.21,Bacoor
2025-04-02 09:02:49+08:00,4.0,1535.42,16.99,42.84,21.64,28.37,53.38,94.17,16.21,Cavite City
2025-04-02 09:03:29+08:00,1.0,453.95,2.79,11.65,52.21,16.45,9.7,17.71,4.43,General Trias
2025-04-02 09:05:41+08:00,1.0,333.79,2.77,8.74,46.49,10.85,4.94,10.93,2.57,Tagaytay City
2025-04-02 10:00:07+08:00,5.0,1522.06,3.63,47.98,161.65,31.95,76.33,118.62,15.71,Bacoor
2025-04-02 10:01:12+08:00,5.0,1522.06,3.63,47.98,161.65,31.95,76.33,118.62,15.71,Cavite City
2025-04-02 10:01:50+08:00,3.0,500.68,1.17,10.03,103.0,18.12,17.58,26.95,4.81,General Trias
2025-04-02 10:04:01+08:00,2.0,317.1,0.94,5.57,90.12,10.97,6.66,11.94,2.22,Tagaytay City
2025-04-02 11:00:11+08:00,5.0,1455.31,0.54,15.25,340.46,32.9,124.57,169.46,13.43,Bacoor
2025-04-02 11:01:14+08:00,5.0,1455.31,0.54,15.25,340.46,32.9,124.57,169.46,13.43,Cavite City
2025-04-02 11:01:51+08:00,4.0,507.36,0.38,5.44,153.07,19.31,27.33,37.81,4.62,General Trias
2025-04-02 11:03:59+08:00,3.0,300.41,0.35,2.87,117.3,11.8,8.75,13.68,1.98,Tagaytay City
2025-04-02 12:00:09+08:00,5.0,1255.04,0.12,3.43,337.6,30.52,140.62,185.77,11.53,Bacoor
2025-04-02 12:01:12+08:00,5.0,1255.04,0.12,3.43,337.6,30.52,140.62,185.77,11.53,Cavite City
2025-04-02 12:01:48+08:00,4.0,487.33,0.2,3.21,171.66,18.12,31.93,42.34,4.12,General Trias
2025-04-02 12:03:49+08:00,3.0,277.04,0.24,1.93,115.87,10.61,8.2,12.19,1.57,Tagaytay City
2025-04-02 13:00:07+08:00,5.0,1041.41,0.09,2.53,291.82,26.94,137.42,181.69,9.88,Bacoor
2025-04-02 13:01:09+08:00,5.0,1041.41,0.09,2.53,291.82,26.94,137.42,181.69,9.88,Cavite City
2025-04-02 13:01:47+08:00,4.0,440.6,0.18,2.79,167.37,15.97,28.9,37.91,3.39,General Trias
2025-04-02 13:03:54+08:00,3.0,267.03,0.22,1.74,111.58,8.58,6.76,9.95,1.38,Tagaytay City
2025-04-02 14:00:08+08:00,5.0,921.25,0.07,1.99,266.08,24.32,140.54,183.33,9.25,Bacoor
2025-04-02 14:01:12+08:00,5.0,921.25,0.07,1.99,266.08,24.32,140.54,183.33,9.25,Cavite City
2025-04-02 14:01:45+08:00,4.0,403.88,0.19,2.72,164.51,15.5,24.13,31.94,2.95,General Trias
2025-04-02 14:04:00+08:00,3.0,263.69,0.22,1.74,108.72,7.33,5.33,8.22,1.33,Tagaytay City
2025-04-02 15:00:10+08:00,5.0,821.11,0.06,1.78,251.77,21.22,136.92,176.63,8.36,Bacoor
2025-04-02 15:01:13+08:00,5.0,821.11,0.06,1.78,251.77,21.22,136.92,176.63,8.36,Cavite City
2025-04-02 15:01:51+08:00,4.0,387.19,0.19,2.79,165.94,15.74,21.39,28.79,2.69,General Trias
2025-04-02 15:03:56+08:00,3.0,263.69,0.22,1.84,110.15,6.62,4.66,7.49,1.36,Tagaytay City
2025-04-02 16:00:07+08:00,5.0,794.41,0.05,2.04,257.49,20.03,137.57,175.19,8.11,Bacoor
2025-04-02 16:01:06+08:00,5.0,794.41,0.05,2.04,257.49,20.03,137.57,175.19,8.11,Cavite City
2025-04-02 16:01:44+08:00,4.0,377.18,0.22,3.43,160.22,15.74,17.46,24.0,2.57,General Trias
2025-04-02 16:03:53+08:00,3.0,277.04,0.23,2.29,113.01,6.44,4.76,7.91,1.58,Tagaytay City
2025-04-02 17:00:09+08:00,5.0,867.84,0.04,2.96,286.1,21.94,151.29,189.24,9.12,Bacoor
2025-04-02 17:01:11+08:00,5.0,867.84,0.04,2.96,286.1,21.94,151.29,189.24,9.12,Cavite City
2025-04-02 17:01:48+08:00,4.0,367.17,0.25,4.88,145.91,16.21,12.81,18.3,2.47,General Trias
2025-04-02 17:03:58+08:00,3.0,293.73,0.24,3.38,115.87,6.86,5.18,8.93,1.88,Tagaytay City
2025-04-02 18:00:09+08:00,5.0,1201.63,0.02,12.0,314.71,32.42,162.11,199.1,13.3,Bacoor
2025-04-02 18:01:10+08:00,5.0,1201.63,0.02,12.0,314.71,32.42,162.11,199.1,13.3,Cavite City
2025-04-02 18:01:46+08:00,3.0,393.87,0.15,9.94,110.15,19.31,8.84,13.93,3.01,General Trias
2025-04-02 18:03:58+08:00,3.0,337.12,0.14,7.54,104.43,8.7,5.43,9.93,2.66,Tagaytay City
2025-04-02 19:00:09+08:00,5.0,1482.01,0.0,27.42,240.33,41.96,121.93,153.13,16.72,Bacoor
2025-04-02 19:01:08+08:00,5.0,1482.01,0.0,27.42,240.33,41.96,121.93,153.13,16.72,Cavite City
2025-04-02 19:01:47+08:00,2.0,433.92,0.0,18.51,56.51,24.56,6.17,11.37,4.12,General Trias
2025-04-02 19:03:56+08:00,2.0,383.85,0.0,12.34,72.96,10.25,5.18,10.54,3.55,Tagaytay City
2025-04-02 20:00:07+08:00,4.0,1321.79,0.0,40.44,97.28,41.49,55.06,78.58,16.72,Bacoor
2025-04-02 20:01:11+08:00,4.0,1321.79,0.0,40.44,97.28,41.49,55.06,78.58,16.72,Cavite City
2025-04-02 20:01:49+08:00,2.0,427.25,0.0,21.59,26.46,24.32,5.55,10.9,4.56,General Trias
2025-04-02 20:04:02+08:00,1.0,393.87,0.0,14.74,42.92,10.37,4.96,10.85,3.8,Tagaytay City
2025-04-02 21:00:09+08:00,2.0,1014.71,0.0,43.53,19.13,37.19,22.02,41.22,15.83,Bacoor
2025-04-02 21:01:09+08:00,2.0,1014.71,0.0,43.53,19.13,37.19,22.02,41.22,15.83,Cavite City
2025-04-02 21:01:46+08:00,2.0,413.9,0.0,20.39,18.77,22.41,5.63,11.2,4.69,General Trias
2025-04-02 21:03:55+08:00,1.0,373.84,0.0,14.74,24.68,9.89,4.74,10.66,3.04,Tagaytay City
2025-04-02 22:00:08+08:00,2.0,881.2,0.03,39.07,5.45,32.42,16.88,36.17,14.57,Bacoor
2025-04-02 22:01:12+08:00,2.0,881.2,0.03,39.07,5.45,32.42,16.88,36.17,14.57,Cavite City
2025-04-02 22:01:53+08:00,2.0,397.21,0.0,19.02,17.88,21.22,5.58,11.26,4.56,General Trias
2025-04-02 22:03:59+08:00,1.0,343.8,0.0,13.2,19.13,9.42,4.42,10.17,2.41,Tagaytay City
2025-04-02 23:00:08+08:00,2.0,841.14,0.09,37.7,3.17,30.28,16.65,36.33,14.44,Bacoor
2025-04-02 23:01:09+08:00,2.0,841.14,0.09,37.7,3.17,30.28,16.65,36.33,14.44,Cavite City
2025-04-02 23:01:47+08:00,1.0,393.87,0.0,18.17,17.88,19.55,5.49,11.14,4.43,General Trias
2025-04-02 23:03:58+08:00,1.0,323.77,0.0,11.82,18.95,8.7,4.09,9.56,2.03,Tagaytay City
2025-04-03 00:00:09+08:00,2.0,834.47,0.07,38.39,2.68,29.33,17.09,36.94,14.44,Bacoor
2025-04-03 00:01:07+08:00,2.0,834.47,0.07,38.39,2.68,29.33,17.09,36.94,14.44,Cavite City
2025-04-03 00:01:43+08:00,1.0,390.53,0.0,17.65,18.06,18.36,5.36,10.89,4.31,General Trias
2025-04-03 00:03:56+08:00,1.0,307.08,0.0,10.71,19.67,8.11,3.78,8.8,1.76,Tagaytay City
2025-04-03 01:00:10+08:00,2.0,841.14,0.11,39.41,2.21,29.33,17.35,37.4,14.44,Bacoor
2025-04-03 01:01:09+08:00,2.0,841.14,0.11,39.41,2.21,29.33,17.35,37.4,14.44,Cavite City
2025-04-03 01:01:50+08:00,1.0,377.18,0.0,17.31,18.24,17.88,5.22,10.79,4.18,General Trias
2025-04-03 01:03:57+08:00,1.0,290.39,0.0,9.68,20.56,7.87,3.58,8.31,1.62,Tagaytay City
2025-04-03 02:00:09+08:00,2.0,841.14,0.21,40.1,1.74,30.04,17.56,37.57,14.57,Bacoor
2025-04-03 02:01:07+08:00,2.0,841.14,0.21,40.1,1.74,30.04,17.56,37.57,14.57,Cavite City
2025-04-03 02:01:42+08:00,1.0,367.17,0.0,16.45,18.77,17.64,5.22,10.85,4.18,General Trias
2025-04-03 02:03:55+08:00,1.0,280.38,0.0,8.91,21.1,7.57,3.51,8.19,1.58,Tagaytay City
2025-04-03 03:00:08+08:00,2.0,807.76,0.14,37.36,2.91,27.9,16.88,36.16,13.55,Bacoor
2025-04-03 03:01:08+08:00,2.0,807.76,0.14,37.36,2.91,27.9,16.88,36.16,13.55,Cavite City
2025-04-03 03:01:42+08:00,1.0,350.48,0.0,14.91,20.39,16.45,5.16,10.77,3.99,General Trias
2025-04-03 03:03:51+08:00,1.0,273.71,0.0,8.57,21.46,7.45,3.56,8.2,1.6,Tagaytay City
2025-04-03 04:00:08+08:00,2.0,781.06,0.16,35.3,3.89,26.23,16.91,35.96,12.67,Bacoor
2025-04-03 04:01:18+08:00,2.0,781.06,0.16,35.3,3.89,26.23,16.91,35.96,12.67,Cavite City
2025-04-03 04:01:58+08:00,1.0,357.15,0.0,14.91,20.03,16.21,5.53,11.26,4.12,General Trias
2025-04-03 04:04:08+08:00,1.0,270.37,0.0,8.57,21.1,7.51,3.77,8.43,1.65,Tagaytay City
2025-04-03 05:00:10+08:00,2.0,794.41,0.37,35.3,3.26,26.7,18.61,38.12,12.79,Bacoor
2025-04-03 05:01:11+08:00,2.0,794.41,0.37,35.3,3.26,26.7,18.61,38.12,12.79,Cavite City
2025-04-03 05:01:49+08:00,1.0,370.5,0.0,16.11,18.77,16.93,6.24,12.36,4.43,General Trias
2025-04-03 05:03:58+08:00,1.0,273.71,0.0,9.0,20.56,7.99,4.07,8.9,1.66,Tagaytay City
2025-04-03 06:00:09+08:00,3.0,934.6,3.07,35.99,0.69,25.99,25.19,47.01,13.17,Bacoor
2025-04-03 06:01:12+08:00,3.0,934.6,3.07,35.99,0.69,25.99,25.19,47.01,13.17,Cavite City
2025-04-03 06:01:47+08:00,1.0,407.22,0.01,18.68,16.63,18.84,7.52,14.44,5.07,General Trias
2025-04-03 06:03:51+08:00,1.0,283.72,0.0,10.2,19.85,9.18,4.53,9.54,1.79,Tagaytay City
2025-04-03 07:00:08+08:00,3.0,1134.87,9.61,32.56,1.7,23.37,33.9,60.53,13.43,Bacoor
2025-04-03 07:01:16+08:00,3.0,1134.87,9.61,32.56,1.7,23.37,33.9,60.53,13.43,Cavite City
2025-04-03 07:01:53+08:00,2.0,500.68,2.4,19.54,16.99,21.7,10.63,19.66,6.65,General Trias
2025-04-03 07:03:56+08:00,1.0,307.08,0.49,12.34,18.95,11.56,5.16,10.35,2.28,Tagaytay City
2025-04-03 08:00:10+08:00,3.0,1201.63,13.3,27.42,10.82,20.27,36.96,67.47,12.79,Bacoor
2025-04-03 08:01:17+08:00,3.0,1201.63,13.3,27.42,10.82,20.27,36.96,67.47,12.79,Cavite City
2025-04-03 08:01:57+08:00,2.0,660.9,7.04,19.02,27.9,25.51,17.05,29.45,9.12,General Trias
2025-04-03 08:04:04+08:00,1.0,350.48,2.79,12.68,22.89,14.78,5.55,10.68,2.98,Tagaytay City
2025-04-03 09:00:09+08:00,3.0,1134.87,6.48,32.9,60.08,20.03,38.79,70.67,11.78,Bacoor
2025-04-03 09:01:12+08:00,3.0,1134.87,6.48,32.9,60.08,20.03,38.79,70.67,11.78,Cavite City
2025-04-03 09:01:50+08:00,2.0,741.01,3.91,22.62,52.93,25.51,23.43,37.58,10.01,General Trias
2025-04-03 09:04:02+08:00,1.0,377.18,1.69,14.22,32.54,16.45,5.72,10.31,3.26,Tagaytay City
2025-04-03 10:00:08+08:00,4.0,947.95,1.38,21.08,173.09,19.79,42.86,74.4,10.01,Bacoor
2025-04-03 10:01:09+08:00,4.0,947.95,1.38,21.08,173.09,19.79,42.86,74.4,10.01,Cavite City
2025-04-03 10:01:45+08:00,3.0,694.28,1.59,15.42,108.72,23.37,32.18,46.17,8.99,General Trias
2025-04-03 10:03:59+08:00,1.0,377.18,0.8,12.68,49.35,16.69,6.34,10.96,3.29,Tagaytay City
2025-04-03 11:00:14+08:00,5.0,787.74,0.29,6.17,243.19,18.12,48.6,80.83,8.36,Bacoor
2025-04-03 11:01:14+08:00,5.0,787.74,0.29,6.17,243.19,18.12,48.6,80.83,8.36,Cavite City
2025-04-03 11:01:54+08:00,4.0,600.82,0.59,7.37,147.34,20.98,38.07,50.98,6.9,General Trias
2025-04-03 11:04:07+08:00,2.0,367.17,0.42,10.2,68.67,17.88,7.38,12.41,3.33,Tagaytay City
2025-04-03 12:00:10+08:00,5.0,640.87,0.1,2.59,248.91,14.54,48.4,79.74,6.4,Bacoor
2025-04-03 12:01:11+08:00,5.0,640.87,0.1,2.59,248.91,14.54,48.4,79.74,6.4,Cavite City
2025-04-03 12:01:50+08:00,4.0,487.33,0.24,5.06,141.62,16.69,32.3,42.12,4.56,General Trias
2025-04-03 12:03:55+08:00,2.0,330.45,0.26,6.43,78.68,15.14,6.44,10.18,2.47,Tagaytay City
2025-04-03 13:00:09+08:00,5.0,540.73,0.07,2.16,220.3,11.44,45.5,75.13,4.81,Bacoor
2025-04-03 13:01:11+08:00,5.0,540.73,0.07,2.16,220.3,11.44,45.5,75.13,4.81,Cavite City
2025-04-03 13:01:47+08:00,3.0,413.9,0.17,5.57,115.87,13.23,19.88,26.41,3.14,General Trias
2025-04-03 13:04:03+08:00,2.0,293.73,0.19,4.93,75.1,10.97,4.37,6.6,1.74,Tagaytay City
2025-04-03 14:00:09+08:00,5.0,520.71,0.04,2.04,197.41,10.49,49.15,79.02,4.18,Bacoor
2025-04-03 14:01:04+08:00,5.0,520.71,0.04,2.04,197.41,10.49,49.15,79.02,4.18,Cavite City
2025-04-03 14:01:46+08:00,3.0,377.18,0.17,6.0,103.0,12.99,12.58,17.35,2.63,General Trias
2025-04-03 14:03:55+08:00,2.0,270.37,0.18,4.63,70.1,8.94,2.99,4.61,1.46,Tagaytay City
2025-04-03 15:00:09+08:00,5.0,540.73,0.05,1.97,191.69,10.13,60.21,90.61,3.83,Bacoor
2025-04-03 15:01:15+08:00,5.0,540.73,0.05,1.97,191.69,10.13,60.21,90.61,3.83,Cavite City
2025-04-03 15:01:52+08:00,2.0,347.14,0.22,6.0,91.55,12.76,7.78,11.13,2.25,General Trias
2025-04-03 15:04:05+08:00,2.0,270.37,0.26,5.01,63.66,7.87,2.42,3.95,1.57,Tagaytay City
2025-04-03 16:00:07+08:00,5.0,600.82,0.07,2.79,197.41,12.99,75.86,104.93,4.43,Bacoor
2025-04-03 16:01:12+08:00,5.0,600.82,0.07,2.79,197.41,12.99,75.86,104.93,4.43,Cavite City
2025-04-03 16:01:47+08:00,2.0,320.44,0.33,6.08,77.25,11.33,3.97,5.78,1.93,General Trias
2025-04-03 16:03:58+08:00,2.0,293.73,0.38,6.08,62.94,7.27,2.52,4.38,1.98,Tagaytay City
2025-04-03 17:00:08+08:00,4.0,567.44,0.19,6.43,148.77,15.02,45.11,62.14,4.5,Bacoor
2025-04-03 17:01:09+08:00,4.0,567.44,0.19,6.43,148.77,15.02,45.11,62.14,4.5,Cavite City
2025-04-03 17:01:46+08:00,2.0,320.44,0.41,7.2,67.95,10.97,3.22,4.75,1.84,General Trias
2025-04-03 17:04:00+08:00,2.0,327.11,0.47,7.8,62.23,7.15,2.92,5.27,2.34,Tagaytay City
2025-04-03 18:00:10+08:00,2.0,447.27,0.16,11.82,69.38,13.35,9.25,15.38,3.67,Bacoor
2025-04-03 18:01:11+08:00,2.0,447.27,0.16,11.82,69.38,13.35,9.25,15.38,3.67,Cavite City
2025-04-03 18:01:47+08:00,1.0,357.15,0.23,12.34,50.07,14.07,3.83,6.03,2.44,General Trias
2025-04-03 18:04:04+08:00,1.0,353.81,0.25,10.71,52.21,7.39,3.48,6.53,2.66,Tagaytay City
2025-04-03 19:00:08+08:00,1.0,447.27,0.0,15.25,36.48,14.66,5.83,12.16,3.96,Bacoor
2025-04-03 19:01:12+08:00,1.0,447.27,0.0,15.25,36.48,14.66,5.83,12.16,3.96,Cavite City
2025-04-03 19:01:48+08:00,2.0,410.56,0.0,20.22,30.4,20.98,5.59,9.21,3.58,General Trias
2025-04-03 19:03:53+08:00,1.0,367.17,0.0,13.37,34.69,8.23,3.98,7.93,2.85,Tagaytay City
2025-04-03 20:00:09+08:00,1.0,460.63,0.0,16.79,25.75,15.74,6.63,14.6,4.43,Bacoor
2025-04-03 20:01:11+08:00,1.0,460.63,0.0,16.79,25.75,15.74,6.63,14.6,4.43,Cavite City
2025-04-03 20:01:48+08:00,2.0,413.9,0.0,21.25,22.53,22.17,6.64,10.86,3.93,General Trias
2025-04-03 20:03:58+08:00,1.0,363.83,0.0,14.05,23.96,8.58,4.43,8.81,2.57,Tagaytay City
2025-04-03 21:00:10+08:00,1.0,487.33,0.0,17.48,22.89,16.21,7.95,16.96,5.32,Bacoor
2025-04-03 21:01:20+08:00,1.0,487.33,0.0,17.48,22.89,16.21,7.95,16.96,5.32,Cavite City
2025-04-03 21:02:04+08:00,2.0,403.88,0.0,19.54,21.99,21.22,7.3,11.94,3.93,General Trias
2025-04-03 21:04:15+08:00,1.0,347.14,0.0,13.02,21.28,8.7,4.9,9.38,2.09,Tagaytay City
2025-04-03 22:00:08+08:00,2.0,560.76,0.0,21.42,20.03,19.31,10.84,22.35,7.28,Bacoor
2025-04-03 22:01:11+08:00,2.0,560.76,0.0,21.42,20.03,19.31,10.84,22.35,7.28,Cavite City
2025-04-03 22:01:50+08:00,2.0,387.19,0.0,18.51,22.89,20.5,7.48,12.38,3.67,General Trias
2025-04-03 22:04:02+08:00,1.0,330.45,0.0,11.82,21.82,8.46,5.12,9.67,1.79,Tagaytay City
2025-04-03 23:00:08+08:00,2.0,654.22,0.0,27.08,16.45,23.13,14.18,28.57,9.37,Bacoor
2025-04-03 23:01:15+08:00,2.0,654.22,0.0,27.08,16.45,23.13,14.18,28.57,9.37,Cavite City
2025-04-03 23:01:56+08:00,1.0,380.52,0.0,17.99,22.89,19.55,7.37,12.23,3.45,General Trias
2025-04-03 23:04:12+08:00,1.0,320.44,0.0,11.14,22.71,7.87,4.89,9.34,1.6,Tagaytay City
2025-04-04 00:00:12+08:00,2.0,634.19,0.0,26.05,17.52,21.94,14.28,28.62,9.12,Bacoor
2025-04-04 00:01:10+08:00,2.0,634.19,0.0,26.05,17.52,21.94,14.28,28.62,9.12,Cavite City
2025-04-04 00:01:52+08:00,1.0,370.5,0.0,17.48,23.25,18.84,7.18,11.99,3.17,General Trias
2025-04-04 00:04:02+08:00,1.0,310.42,0.0,10.45,23.6,7.51,4.55,8.66,1.41,Tagaytay City
2025-04-04 01:00:09+08:00,2.0,600.82,0.0,24.33,18.42,20.98,13.55,27.16,8.36,Bacoor
2025-04-04 01:01:13+08:00,2.0,600.82,0.0,24.33,18.42,20.98,13.55,27.16,8.36,Cavite City
2025-04-04 01:01:51+08:00,1.0,353.81,0.0,16.62,23.96,18.12,6.97,11.71,2.98,General Trias
2025-04-04 01:04:08+08:00,1.0,297.07,0.0,9.43,24.68,7.09,4.34,8.23,1.31,Tagaytay City
2025-04-04 02:00:09+08:00,2.0,567.44,0.0,22.62,18.77,20.98,12.96,25.82,7.6,Bacoor
2025-04-04 02:01:08+08:00,2.0,567.44,0.0,22.62,18.77,20.98,12.96,25.82,7.6,Cavite City
2025-04-04 02:01:46+08:00,1.0,327.11,0.0,15.25,26.11,17.64,6.76,11.32,2.69,General Trias
2025-04-04 02:03:53+08:00,1.0,287.06,0.0,8.23,25.75,6.26,4.13,7.96,1.3,Tagaytay City
2025-04-04 03:00:08+08:00,2.0,567.44,0.0,23.31,17.35,21.22,13.6,27.14,7.16,Bacoor
2025-04-04 03:01:10+08:00,2.0,567.44,0.0,23.31,17.35,21.22,13.6,27.14,7.16,Cavite City
2025-04-04 03:01:46+08:00,1.0,297.07,0.0,12.0,30.04,14.66,5.89,9.73,2.09,General Trias
2025-04-04 03:03:55+08:00,1.0,280.38,0.0,7.2,26.82,5.31,3.99,7.72,1.31,Tagaytay City
2025-04-04 04:00:08+08:00,2.0,634.19,0.0,28.1,13.05,22.89,16.3,32.31,7.79,Bacoor
2025-04-04 04:01:12+08:00,2.0,634.19,0.0,28.1,13.05,22.89,16.3,32.31,7.79,Cavite City
2025-04-04 04:01:52+08:00,1.0,300.41,0.0,11.65,31.11,14.19,6.09,9.85,2.22,General Trias
2025-04-04 04:04:09+08:00,1.0,277.04,0.0,6.68,27.54,4.83,4.06,7.78,1.35,Tagaytay City
2025-04-04 05:00:10+08:00,2.0,734.33,0.01,34.96,8.32,25.51,20.06,38.86,9.25,Bacoor
2025-04-04 05:01:14+08:00,2.0,734.33,0.01,34.96,8.32,25.51,20.06,38.86,9.25,Cavite City
2025-04-04 05:01:55+08:00,1.0,313.76,0.0,12.0,31.47,14.78,6.63,10.65,2.44,General Trias
2025-04-04 05:04:12+08:00,1.0,280.38,0.0,7.2,27.9,5.19,4.45,8.38,1.43,Tagaytay City
2025-04-04 06:00:09+08:00,3.0,867.84,0.18,43.87,3.53,30.52,25.06,47.0,11.65,Bacoor
2025-04-04 06:01:12+08:00,3.0,867.84,0.18,43.87,3.53,30.52,25.06,47.0,11.65,Cavite City
2025-04-04 06:01:49+08:00,1.0,337.12,0.0,13.02,30.76,16.21,7.39,12.08,2.91,General Trias
2025-04-04 06:03:55+08:00,1.0,290.39,0.0,8.74,27.54,6.56,4.99,9.27,1.62,Tagaytay City
2025-04-04 07:00:10+08:00,3.0,1028.06,3.49,48.67,4.2,36.24,30.61,57.44,14.44,Bacoor
2025-04-04 07:01:14+08:00,3.0,1028.06,3.49,48.67,4.2,36.24,30.61,57.44,14.44,Cavite City
2025-04-04 07:01:57+08:00,1.0,383.85,0.4,14.57,31.11,17.41,8.35,13.97,3.64,General Trias
2025-04-04 07:04:11+08:00,1.0,313.76,0.29,11.14,26.82,8.7,5.39,9.83,2.03,Tagaytay City
2025-04-04 08:00:10+08:00,3.0,1161.58,9.84,45.93,12.88,39.58,36.25,68.23,16.72,Bacoor
2025-04-04 08:01:11+08:00,3.0,1161.58,9.84,45.93,12.88,39.58,36.25,68.23,16.72,Cavite City
2025-04-04 08:01:49+08:00,1.0,453.95,1.98,15.42,34.33,18.36,9.59,15.9,4.56,General Trias
2025-04-04 08:04:00+08:00,1.0,350.48,1.65,12.51,28.61,10.49,5.45,9.56,2.47,Tagaytay City
2025-04-04 09:00:10+08:00,3.0,1281.74,8.61,50.72,47.92,43.87,44.57,80.27,19.0,Bacoor
2025-04-04 09:01:07+08:00,3.0,1281.74,8.61,50.72,47.92,43.87,44.57,80.27,19.0,Cavite City
2025-04-04 09:01:42+08:00,2.0,494.0,2.26,15.25,45.78,17.88,10.23,16.51,4.81,General Trias
2025-04-04 09:03:56+08:00,1.0,360.49,1.82,12.17,37.55,10.61,4.98,7.93,2.34,Tagaytay City
2025-04-04 10:00:09+08:00,5.0,1361.85,2.46,41.13,194.55,46.25,74.68,112.98,18.75,Bacoor
2025-04-04 10:01:14+08:00,5.0,1361.85,2.46,41.13,194.55,46.25,74.68,112.98,18.75,Cavite City
2025-04-04 10:01:51+08:00,2.0,500.68,1.45,13.88,74.39,18.84,12.18,18.62,4.81,General Trias
2025-04-04 10:04:00+08:00,1.0,337.12,1.13,9.68,57.94,9.66,4.51,6.73,1.95,Tagaytay City
2025-04-04 11:00:09+08:00,5.0,1415.25,0.48,13.2,334.74,46.73,126.28,166.82,17.23,Bacoor
2025-04-04 11:01:08+08:00,5.0,1415.25,0.48,13.2,334.74,46.73,126.28,166.82,17.23,Cavite City
2025-04-04 11:01:45+08:00,3.0,500.68,0.68,9.68,117.3,20.27,16.25,22.74,4.56,General Trias
2025-04-04 11:04:00+08:00,2.0,310.42,0.58,6.26,83.69,9.06,4.35,6.26,1.65,Tagaytay City
2025-04-04 12:00:10+08:00,5.0,1428.6,0.13,4.2,377.66,45.78,169.45,212.11,16.21,Bacoor
2025-04-04 12:01:14+08:00,5.0,1428.6,0.13,4.2,377.66,45.78,169.45,212.11,16.21,Cavite City
2025-04-04 12:01:52+08:00,3.0,460.63,0.33,5.1,135.9,17.88,16.13,21.81,3.77,General Trias
2025-04-04 12:04:04+08:00,2.0,270.37,0.28,2.83,82.97,6.02,2.95,4.17,1.06,Tagaytay City
2025-04-04 13:00:09+08:00,5.0,1428.6,0.12,3.98,371.93,44.82,194.66,236.65,15.58,Bacoor
2025-04-04 13:01:08+08:00,5.0,1428.6,0.12,3.98,371.93,44.82,194.66,236.65,15.58,Cavite City
2025-04-04 13:01:45+08:00,3.0,387.19,0.25,3.26,121.59,13.11,10.27,14.09,2.63,General Trias
2025-04-04 13:03:58+08:00,2.0,260.35,0.2,1.82,79.39,4.47,2.2,3.2,0.91,Tagaytay City
2025-04-04 14:00:07+08:00,5.0,1281.74,0.15,4.41,326.16,39.1,157.83,192.32,14.44,Bacoor
2025-04-04 14:01:09+08:00,5.0,1281.74,0.15,4.41,326.16,39.1,157.83,192.32,14.44,Cavite City
2025-04-04 14:01:49+08:00,3.0,343.8,0.25,2.68,113.01,11.21,6.72,9.39,1.87,General Trias
2025-04-04 14:03:58+08:00,2.0,263.69,0.2,1.71,82.97,4.65,2.27,3.36,0.9,Tagaytay City
2025-04-04 15:00:07+08:00,5.0,1041.41,0.16,4.67,266.08,28.85,96.78,121.64,11.4,Bacoor
2025-04-04 15:01:09+08:00,5.0,1041.41,0.16,4.67,266.08,28.85,96.78,121.64,11.4,Cavite City
2025-04-04 15:01:45+08:00,3.0,317.1,0.24,2.4,101.57,9.3,4.76,6.74,1.44,General Trias
2025-04-04 15:03:56+08:00,2.0,273.71,0.23,2.08,88.69,5.36,2.79,4.17,1.11,Tagaytay City
2025-04-04 16:00:10+08:00,5.0,821.11,0.2,5.74,208.86,21.22,54.98,72.94,8.49,Bacoor
2025-04-04 16:01:13+08:00,5.0,821.11,0.2,5.74,208.86,21.22,54.98,72.94,8.49,Cavite City
2025-04-04 16:01:52+08:00,2.0,313.76,0.29,2.96,92.98,8.7,3.82,5.5,1.41,General Trias
2025-04-04 16:04:05+08:00,2.0,300.41,0.3,3.17,98.71,6.97,3.71,5.66,1.54,Tagaytay City
2025-04-04 17:00:11+08:00,4.0,654.22,0.24,8.48,151.63,16.45,26.07,38.9,6.52,Bacoor
